ENTRY,BEER,BREWERY,LOCATION,STYLE,SIZE,ABV,IBUs
406,Snake River Lager,Snake River Brewing Company,"Jackson, WY",Vienna Lager,12 oz.,5.00%,18
404,Black Star Double Hopped Golden Lager ,Great Northern Brewing Company,"Whitefish, MT",American Pale Lager,24 oz.,4.50%,15
,(24 oz.),,,,,,
403,Narragansett Summer Ale,Narragansett Brewing Company,"Providence, RI",American Pale Wheat Ale,16 oz.,4.20%,24
402,Snake River Pale Ale,Snake River Brewing Company,"Jackson, WY",American Pale Ale (APA),12 oz.,5.20%,32
400,Sierra Nevada Pale Ale,Sierra Nevada Brewing Company,"Chico, CA",American Pale Ale (APA),12 oz.,5.60%,37
399,Pyramid Hefeweizen (2011),Pyramid Breweries,"Seattle, WA",Hefeweizen,12 oz.,5.20%,18
398,Wild Onion Summer Wit,Wild Onion Brewing Company,"Lake Barrington, IL",Witbier,12 oz.,4.20%,13
397,SummerBright Ale,Breckenridge Brewery,"Denver, CO",American Pale Wheat Ale,12 oz.,4.50%,15
395,Crank Yanker IPA (2011),Eddyline Brewery & Restaurant,"Buena Vista, CO",American IPA,16 oz.,7.80%,74
394,Johan the Barleywine,Sun King Brewing Company,"Indianapolis, IN",English Barleywine,16 oz.,9.90%,60
393,Pako’s EyePA,Snake River Brewing Company,"Jackson, WY",American IPA,12 oz.,6.80%,60
392,Rumspringa Golden Bock,Lancaster Brewing Company,"Lancaster, PA",Maibock / Helles Bock,12 oz.,6.60%,30
391,One Hit Wonder,Oskar Blues Brewery,"Longmont, CO",American Double / Imperial IPA,12 oz.,9.00%,60
390,Whitsun,Arcadia Brewing Company,"Battle Creek, MI",American Pale Wheat Ale,12 oz.,6.20%,17
389,Great Crescent Blonde Ale (2011),Great Crescent Brewery,"Aurora, IN",American Blonde Ale,16 oz.,5.30%,22
388,G'KNIGHT (12 oz.),Oskar Blues Brewery,"Longmont, CO",American Double / Imperial IPA,12 oz.,8.70%,85
387,Farm Hand,Brewery Vivant,"Grand Rapids, MI",Saison / Farmhouse Ale,16 oz.,5.50%,N/A
386,Mexican Logger,Ska Brewing Company,"Durango, CO",American Pale Lager,12 oz.,4.20%,18
385,Solitude,Brewery Vivant,"Grand Rapids, MI",Belgian Pale Ale,16 oz.,6.00%,N/A
384,Triomphe,Brewery Vivant,"Grand Rapids, MI",Belgian IPA,16 oz.,6.50%,N/A
383,Black Adder IBA (Current),Buckbean Brewing Company,"Reno, NV",American Black Ale,16 oz.,7.30%,85
382,Common Sense Kentucky Common Ale,Upstate Brewing Company,"Elmira, NY",American Brown Ale,16 oz.,5.30%,22
381,Upstate I.P.W.,Upstate Brewing Company,"Elmira, NY",American IPA,12 oz.,6.50%,70
379,Heady Topper,The Alchemist,"Waterbury, VT",American Double / Imperial IPA,16 oz.,8.00%,120
371,Redband Stout,Great River Brewery,"Davenport, IA",American Stout,16 oz.,6.00%,36
369,Festie,Starr Hill Brewery,"Crozet, VA",Märzen / Oktoberfest,12 oz.,4.80%,12
368,Northern Lights India Pale Ale,Starr Hill Brewery,"Crozet, VA",American IPA,12 oz.,6.50%,52
367,Hop Ottin' IPA (2011),Anderson Valley Brewing Company,"Boonville, CA",American IPA,12 oz.,7.00%,80
366,Jack Stout,Wild Onion Brewing Company,"Lake Barrington, IL",Oatmeal Stout,12 oz.,6.00%,23
365,BRIK Irish Red Ale,MillKing It Productions,"Royal Oak, MI",Irish Red Ale,16 oz.,4.80%,N/A
364,Olde Ore Dock Scottish Ale,Keweenaw Brewing Company,"Houghton, MI",Scottish Ale,12 oz.,???,N/A
363,Milkshake Stout,Rochester Mills Brewing Company,"Rochester, MI",Milk / Sweet Stout,16 oz.,5.00%,N/A
362,Blacktop Blonde,TailGate Beer,"San Diego, CA",American Blonde Ale,12 oz.,5.00%,19
361,TailGate Hefeweizen,TailGate Beer,"San Diego, CA",Hefeweizen,12 oz.,4.90%,28
360,#9,Magic Hat Brewing Company,"South Burlington, VT",Fruit / Vegetable Beer,12 oz.,5.10%,20
359,Sankaty Light Lager,Cisco Brewers,"Nantucket, MA",Light Lager,12 oz.,3.80%,N/A
358,Hop Knot IPA,Four Peaks Brewing Company,"Tempe, AZ",American IPA,12 oz.,6.70%,47
357,2012 Black Ale,Stevens Point Brewery,"Stevens Point, WI",American Brown Ale,12 oz.,5.40%,32
356,Crazy Mountain Amber Ale,Crazy Mountain Brewing Company,"Edwards, CO",American Amber / Red Ale,12 oz.,5.20%,25
355,Lumberyard IPA,Lumberyard Brewing Company,"Flagstaff, AZ",American IPA,12 oz.,6.10%,N/A
353,Bitter American (2011),21st Amendment Brewery,"San Francisco, CA",American Pale Ale (APA),12 oz.,4.40%,42
352,Over Ale,Half Acre Beer Company,"Chicago, IL",American Brown Ale,16 oz.,6.00%,N/A
351,Cut Throat Pale Ale (2011),Finch's Beer Company,"Chicago, IL",American Pale Ale (APA),16 oz.,5.50%,N/A
350,Golden Wing Blonde Ale,Finch's Beer Company,"Chicago, IL",American Blonde Ale,16 oz.,4.70%,N/A
349,Sunken Island IPA,Kenai River Brewing Company,"Soldotna, AK",American IPA,12 oz.,6.80%,N/A
348,Skilak Scottish Ale (2011),Kenai River Brewing Company,"Soldotna, AK",Scottish Ale,12 oz.,5.80%,N/A
347,Golden State Ale,Uncommon Brewers,"Santa Cruz, CA",Belgian Pale Ale,16 oz.,6.40%,N/A
346,Baltic Porter,Uncommon Brewers,"Santa Cruz, CA",Baltic Porter,16 oz.,7.80%,N/A
345,Upslope Brown Ale,Upslope Brewing Company,"Boulder, CO",English Brown Ale,12 oz.,6.70%,N/A
344,Cherny Bock,Bohemian Brewery,"Midvale, UT",Schwarzbier,12 oz.,4.00%,N/A
343,Fire Eagle IPA,Austin Beerworks,"Austin, TX",American IPA,12 oz.,6.20%,N/A
342,Peacemaker,Austin Beerworks,"Austin, TX",American Pale Ale (APA),12 oz.,5.10%,N/A
341,Pearl-Snap,Austin Beerworks,"Austin, TX",German Pilsener,12 oz.,5.30%,N/A
340,Black Thunder,Austin Beerworks,"Austin, TX",Schwarzbier,12 oz.,5.20%,N/A
339,Copper Hook (2011),Redhook Brewery,"Woodinville, WA",American Amber / Red Ale,12 oz.,5.80%,27
337,Boneshaker Brown Ale,Moat Mountain Smoke House & Brew...,"North Conway, NH",English Brown Ale,24 oz.,5.50%,N/A
336,Iron Mike Pale Ale,Moat Mountain Smoke House & Brew...,"North Conway, NH",American Pale Ale (APA),24 oz.,5.60%,N/A
335,Ponderosa IPA,Prescott Brewing Company,"Prescott, AZ",American IPA,12 oz.,???,N/A
334,Wild Onion Pumpkin Ale (2010),Wild Onion Brewing Company,"Lake Barrington, IL",Pumpkin Ale,12 oz.,4.50%,N/A
329,WET,Surly Brewing Company,"Brooklyn Center, MN",American IPA,16 oz.,7.50%,90
328,Brooklyn Summer Ale (2011),Brooklyn Brewery,"Brooklyn, NY",English Pale Mild Ale,12 oz.,4.50%,N/A
327,Wapiti Amber Ale,Mogollon Brewing Company,"Flagstaff, AZ",American Amber / Red Ale,12 oz.,5.00%,N/A
326,Up River Light,Mudshark Brewing Company,"Lake Havasu City, AZ",Light Lager,12 oz.,4.20%,N/A
324,Wyoming Pale Ale,Wind River Brewing Company,"Pinedale, WY",American Pale Ale (APA),16 oz.,7.20%,N/A
323,Wind River Blonde Ale,Wind River Brewing Company,"Pinedale, WY",American Blonde Ale,16 oz.,5.00%,N/A
321,Fireside Chat (2010),21st Amendment Brewery,"San Francisco, CA",Winter Warmer,12 oz.,7.90%,45
320,Gandhi-Bot Double IPA ,New England Brewing Company,"Woodbridge, CT",American Double / Imperial IPA,12 oz.,8.80%,85
,(12 oz.),,,,,,
319,1811 Lager,Fort George Brewery,"Astoria, OR",American Amber / Red Lager,16 oz.,5.10%,N/A
318,Vortex IPA,Fort George Brewery,"Astoria, OR",American IPA,16 oz.,7.40%,97
317,Hop Shock IPA (2010),SanTan Brewing Company,"Chandler, AZ",American IPA,12 oz.,7.00%,85
316,Narragansett Porter,Narragansett Brewing Company,"Providence, RI",American Porter,16 oz.,7.00%,22
315,Narragansett Bock,Narragansett Brewing Company,"Providence, RI",Bock,16 oz.,6.50%,32
314,Narragansett Fest Lager,Narragansett Brewing Company,"Providence, RI",Märzen / Oktoberfest,16 oz.,5.50%,15
313,Mana Wheat,Maui Brewing Company,"Lahaina, HI",American Pale Wheat Ale,12 oz.,5.50%,15
312,Snake Handler Double IPA,Good People Brewing Company,"Birmingham, AL",American Double / Imperial IPA,12 oz.,9.30%,103
311,Coffee Oatmeal Stout,Good People Brewing Company,"Birmingham, AL",Oatmeal Stout,12 oz.,6.00%,54
309,Good People IPA,Good People Brewing Company,"Birmingham, AL",American IPA,12 oz.,6.00%,64
308,Good People American Brown Ale,Good People Brewing Company,"Birmingham, AL",American Brown Ale,12 oz.,5.80%,36
307,Santa Fe Oktoberfest,Santa Fe Brewing Company,"Santa Fe, NM",Märzen / Oktoberfest,12 oz.,???,N/A
305,Imperial Java Stout,Santa Fe Brewing Company,"Santa Fe, NM",Russian Imperial Stout,12 oz.,8.00%,N/A
304,Freestyle Pilsner,Santa Fe Brewing Company,"Santa Fe, NM",German Pilsener,12 oz.,5.50%,N/A
286,SanTan HefeWeizen (2010),SanTan Brewing Company,"Chandler, AZ",Hefeweizen,12 oz.,5.00%,15
285,Devil’s Ale (2010),SanTan Brewing Company,"Chandler, AZ",American Pale Ale (APA),12 oz.,5.50%,45
273,AXL Pale Ale,MillKing It Productions,"Royal Oak, MI",American Pale Ale (APA),16 oz.,???,N/A
272,Pile O'Dirt Porter,Crow Peak Brewing Company,"Spearfish, SD",American Porter,12 oz.,6.90%,N/A
271,11th Hour IPA,Crow Peak Brewing Company,"Spearfish, SD",American IPA,12 oz.,6.00%,N/A
220,Colorado Red Ale,Revolution Brewing,"Paonia, CO",American Amber / Red Ale,12 oz.,6.20%,N/A
219,Miner's Gold,Revolution Brewing,"Paonia, CO",American Blonde Ale,12 oz.,???,N/A
217,Happy Camper IPA,Santa Fe Brewing Company,"Santa Fe, NM",American IPA,12 oz.,6.60%,N/A
213,Wee Mac Scottish-Style Ale,Sun King Brewing Company,"Indianapolis, IN",Scottish Ale,16 oz.,5.40%,23
212,Bear Ass Brown,Silverton Brewery,"Silverton, CO",American Brown Ale,12 oz.,4.20%,N/A
195,Lancaster German Style Kölsch,Lancaster Brewing Company,"Lancaster, PA",Kölsch,12 oz.,4.80%,28
193,Lucky U IPA,Breckenridge Brewery,"Denver, CO",American IPA,12 oz.,6.20%,68
192,Harpoon Summer Beer (2010),Harpoon Brewery,"Boston, MA",Kölsch,12 oz.,5.00%,28
190,483 Pale Ale (2010),Great River Brewery,"Davenport, IA",American Pale Ale (APA),16 oz.,5.30%,48
189,Roller Dam Red Ale (2010),Great River Brewery,"Davenport, IA",Irish Red Ale,16 oz.,5.40%,30
188,Pallavicini Pilsner (2009),Pug Ryan's Brewery,"Dillon, CO",Czech Pilsener,12 oz.,5.80%,21
186,The Corruption,DC Brau Brewing Company,"Washington, DC",American IPA,12 oz.,6.50%,80
185,The Citizen,DC Brau Brewing Company,"Washington, DC",Belgian Pale Ale,12 oz.,7.00%,N/A
184,The Public,DC Brau Brewing Company,"Washington, DC",American Pale Ale (APA),12 oz.,6.00%,N/A
183,Pamola Xtra Pale Ale,Baxter Brewing Company,"Lewiston, ME",American Pale Ale (APA),12 oz.,4.90%,28
182,Stowaway IPA,Baxter Brewing Company,"Lewiston, ME",American IPA,12 oz.,6.90%,69
181,Beltian White,Harvest Moon Brewing Company,"Belt, MT",Witbier,12 oz.,4.80%,N/A
180,Island Wheat,Capital Brewery,"Middleton, WI",American Pale Wheat Ale,12 oz.,4.20%,N/A
179,Kilt Lifter Scottish-Style Ale (2009),Four Peaks Brewing Company,"Tempe, AZ",Scottish Ale,12 oz.,6.00%,21
178,Sunbru Kölsch,Four Peaks Brewing Company,"Tempe, AZ",Kölsch,12 oz.,5.20%,N/A
174,Mickey Finn's Amber Ale,Mickey Finn's Brewery,"Libertyville, IL",American Amber / Red Ale,12 oz.,5.60%,N/A
173,Back in Black,21st Amendment Brewery,"San Francisco, CA",American Black Ale,12 oz.,6.80%,65
172,Flaming Damsel Lager (2010),Milwaukee Brewing Company,"Milwaukee, WI",Vienna Lager,16 oz.,4.80%,18
171,Louie’s Demise Immort-Ale (2010),Milwaukee Brewing Company,"Milwaukee, WI",American Amber / Red Ale,16 oz.,5.10%,24
170,Native Amber (2013),COOP Ale Works,"Oklahoma City, OK",American Amber / Red Ale,16 oz.,6.30%,35
169,Horny Toad Cerveza (2013),COOP Ale Works,"Oklahoma City, OK",American Blonde Ale,16 oz.,5.30%,25
168,Summer Honey,Big Sky Brewing Company,"Missoula, MT",American Blonde Ale,12 oz.,4.70%,N/A
166,Oktoberfest Lager,Sly Fox Brewing Company,"Pottstown, PA",Märzen / Oktoberfest,12 oz.,5.80%,25
165,White Ale,New South Brewing Company,"Myrtle Beach, SC",Witbier,12 oz.,4.60%,N/A
164,Black Star Double Hopped Golden Lager ,Great Northern Brewing Company,"Whitefish, MT",American Pale Lager,12 oz.,4.50%,15
,(12 oz.),,,,,,
162,Paddy Pale Ale,Wild Onion Brewing Company,"Lake Barrington, IL",American Pale Ale (APA),12 oz.,5.60%,41
161,Red Mountain Ale,Silverton Brewery,"Silverton, CO",American Amber / Red Ale,12 oz.,6.00%,N/A
160,Ice Pick Ale,Silverton Brewery,"Silverton, CO",American IPA,12 oz.,6.80%,N/A
159,Scape Goat Pale Ale (2010),Big Sky Brewing Company,"Missoula, MT",English Pale Ale,12 oz.,5.00%,40
158,Cornerstone IPA,Rochester Mills Brewing Company,"Rochester, MI",American IPA,16 oz.,7.00%,N/A
150,Saranac Pale Ale (12 oz.),Matt Brewing Company,"Utica, NY",English Pale Ale,12 oz.,5.50%,N/A
149,Gossamer Golden Ale,Half Acre Beer Company,"Chicago, IL",American Blonde Ale,16 oz.,4.20%,N/A
148,Daisy Cutter Pale Ale,Half Acre Beer Company,"Chicago, IL",American Pale Ale (APA),16 oz.,5.20%,N/A
146,Avery Joe’s Premium American Pilsner,Avery Brewing Company,"Boulder, CO",German Pilsener,12 oz.,4.70%,42
145,Silverback Pale Ale,Wynkoop Brewing Company,"Denver, CO",American Pale Ale (APA),12 oz.,5.50%,40
143,Grand Canyon Sunset Amber Ale,Grand Canyon Brewing Company,"Williams, AZ",American Amber / Red Ale,12 oz.,5.40%,N/A
142,Black Iron India Pale Ale,Grand Canyon Brewing Company,"Williams, AZ",American IPA,12 oz.,???,N/A
141,Point Nude Beach Summer Wheat (2010),Stevens Point Brewery,"Stevens Point, WI",American Pale Wheat Ale,12 oz.,5.00%,7
140,Point Cascade Pale Ale,Stevens Point Brewery,"Stevens Point, WI",American Pale Ale (APA),12 oz.,5.40%,33
139,Point Amber Classic,Stevens Point Brewery,"Stevens Point, WI",American Amber / Red Lager,12 oz.,4.70%,14
138,Point Special Lager,Stevens Point Brewery,"Stevens Point, WI",American Adjunct Lager,12 oz.,4.70%,9
133,Saranac Pale Ale (16 oz.),Matt Brewing Company,"Utica, NY",English Pale Ale,16 oz.,5.50%,N/A
132,Full Moon Belgian White Ale (2007),Mudshark Brewing Company,"Lake Havasu City, AZ",Witbier,12 oz.,8.50%,N/A
131,Dry Heat Hefeweizen (2006),Mudshark Brewing Company,"Lake Havasu City, AZ",Hefeweizen,12 oz.,5.50%,N/A
130,Morning Wood Wheat (Current),Pug Ryan's Brewery,"Dillon, CO",American Pale Wheat Ale,12 oz.,5.90%,14
129,Heiner Brau Kölsch,Covington Brewhouse,"Covington, LA",Kölsch,12 oz.,5.00%,N/A
128,O'Fallon Wheach,O'Fallon Brewery,"O'Fallon, MO",Fruit / Vegetable Beer,12 oz.,5.10%,7
126,Harpoon IPA (2010),Harpoon Brewery,"Boston, MA",American IPA,12 oz.,5.90%,42
125,Lumberyard Red Ale,Lumberyard Brewing Company,"Flagstaff, AZ",American Amber / Red Ale,12 oz.,5.80%,N/A
124,Epicenter Amber Ale (2010),SanTan Brewing Company,"Chandler, AZ",American Amber / Red Ale,12 oz.,5.50%,20
122,Golden Frau Honey Wheat,Thunderhead Brewing Company,"Kearney, NE",Braggot,12 oz.,7.50%,N/A
121,Cornstalker Dark Wheat,Thunderhead Brewing Company,"Kearney, NE",American Dark Wheat Ale,12 oz.,???,N/A
120,Hurricane Amber Ale,Coastal Extreme Brewing Company,"Newport, RI",American Amber / Red Ale,12 oz.,5.20%,24
119,Full Nelson Pale Ale (2010),Blue Mountain Brewery,"Afton, VA",American Pale Ale (APA),12 oz.,5.90%,60
115,Ranger IPA (Current),New Belgium Brewing Company,"Fort Collins, CO",American IPA,12 oz.,6.50%,70
114,Triangle White Ale,Triangle Brewing Company,"Durham, NC",Witbier,12 oz.,5.00%,N/A
113,Triangle Belgian Golden Ale,Triangle Brewing Company,"Durham, NC",Belgian Strong Pale Ale,12 oz.,8.00%,N/A
112,Fearless Scottish Ale,Fearless Brewing Company,"Estacada, OR",Scottish Ale,16 oz.,5.00%,N/A
110,BrewFarm Select Golden Lager,Dave's Brewfarm,"Wilson, WI",American Pale Lager,12 oz.,5.50%,N/A
109,Floppin' Crappie,Northwoods Brewpub,"Eau Claire, WI",American Pale Wheat Ale,12 oz.,4.50%,N/A
108,White Rascal,Avery Brewing Company,"Boulder, CO",Witbier,12 oz.,5.60%,10
107,Avery India Pale Ale,Avery Brewing Company,"Boulder, CO",American IPA,12 oz.,6.30%,69
106,Ellie’s Brown Ale,Avery Brewing Company,"Boulder, CO",American Brown Ale,12 oz.,5.50%,17
105,Köld Lager (2010),Tallgrass Brewing Company,"Manhattan, KS",German Pilsener,16 oz.,5.00%,16
104,Oasis (2010),Tallgrass Brewing Company,"Manhattan, KS",American Double / Imperial IPA,16 oz.,7.20%,93
103,Tallgrass Ale,Tallgrass Brewing Company,"Manhattan, KS",American Brown Ale,16 oz.,4.40%,22
102,Buffalo Sweat (2010),Tallgrass Brewing Company,"Manhattan, KS",Milk / Sweet Stout,16 oz.,5.00%,20
101,Tallgrass IPA,Tallgrass Brewing Company,"Manhattan, KS",American IPA,16 oz.,6.30%,60
98,Pilsner Ukiah,Ukiah Brewing Company,"Ukiah, CA",German Pilsener,12 oz.,5.50%,N/A
97,Lazy Daze Lager,Rochester Mills Brewing Company,"Rochester, MI",American Adjunct Lager,12 oz.,5.50%,N/A
96,Annie's Amber Ale,High Noon Saloon And Brewery,"Leavenworth, KS",American Amber / Red Ale,12 oz.,5.50%,N/A
94,Resurrection,The Brewer's Art,"Baltimore, MD",Dubbel,12 oz.,7.00%,N/A
92,Colorado Kölsch,Steamworks Brewing Company,"Durango, CO",Kölsch,12 oz.,4.90%,17
91,Steam Engine Lager,Steamworks Brewing Company,"Durango, CO",American Amber / Red Lager,12 oz.,5.70%,25
90,Third Eye Pale Ale,Steamworks Brewing Company,"Durango, CO",American IPA,12 oz.,6.50%,65
89,Czech Pilsner,Bohemian Brewery,"Midvale, UT",Czech Pilsener,12 oz.,5.00%,N/A
88,Viennese Lager,Bohemian Brewery,"Midvale, UT",Vienna Lager,12 oz.,5.00%,N/A
87,Eddy Out Pale Ale,Kettle House Brewing Company,"Missoula, MT",American Pale Ale (APA),16 oz.,5.50%,50
86,Double Haul IPA,Kettle House Brewing Company,"Missoula, MT",American IPA,16 oz.,6.50%,65
85,Cold Smoke Scotch Ale,Kettle House Brewing Company,"Missoula, MT",Scotch Ale / Wee Heavy,16 oz.,6.50%,11
84,Rail Yard Ale (2009),Wynkoop Brewing Company,"Denver, CO",American Amber / Red Ale,12 oz.,5.20%,N/A
83,Avalanche Ale,Breckenridge Brewery,"Denver, CO",American Amber / Red Ale,12 oz.,5.40%,19
82,Haywire Hefeweizen (2010),Pyramid Breweries,"Seattle, WA",Hefeweizen,16 oz.,5.20%,18
81,Hazed & Infused (2010),Boulder Beer Company,"Boulder, CO",American Pale Ale (APA),12 oz.,4.90%,35
80,Upslope Pale Ale,Upslope Brewing Company,"Boulder, CO",American Pale Ale (APA),12 oz.,5.80%,N/A
79,Upslope India Pale Ale,Upslope Brewing Company,"Boulder, CO",American IPA,12 oz.,7.20%,N/A
78,Boont Amber Ale (2011),Anderson Valley Brewing Company,"Boonville, CA",American Amber / Red Ale,12 oz.,5.80%,15
77,Summer Solstice (2011),Anderson Valley Brewing Company,"Boonville, CA",Cream Ale,12 oz.,5.60%,4
76,Poleeko Gold Pale Ale (2009),Anderson Valley Brewing Company,"Boonville, CA",American Pale Ale (APA),12 oz.,5.50%,28
75,Epic IPA,Mammoth Brewing Company,"Mammoth Lakes, CA",American IPA,12 oz.,6.50%,N/A
74,Golden Trout Pilsner,Mammoth Brewing Company,"Mammoth Lakes, CA",German Pilsener,12 oz.,4.20%,N/A
73,Real McCoy Amber Ale (Current),Mammoth Brewing Company,"Mammoth Lakes, CA",American Amber / Red Ale,12 oz.,4.50%,N/A
72,Sunshine Wheat Beer (2009),New Belgium Brewing Company,"Fort Collins, CO",American Pale Wheat Ale,12 oz.,4.80%,N/A
71,Fat Tire Amber Ale (2008),New Belgium Brewing Company,"Fort Collins, CO",American Amber / Red Ale,12 oz.,5.20%,18
70,True Blonde Ale,Ska Brewing Company,"Durango, CO",American Blonde Ale,12 oz.,5.30%,N/A
69,Euphoria Pale Ale,Ska Brewing Company,"Durango, CO",American Pale Ale (APA),12 oz.,6.10%,N/A
68,ESB Special Ale,Ska Brewing Company,"Durango, CO",Extra Special / Strong Bitter (ESB),12 oz.,5.70%,58
67,Modus Hoperandi,Ska Brewing Company,"Durango, CO",American IPA,12 oz.,6.80%,65
66,Brooklyn Lager (16 oz.),Brooklyn Brewery,"Brooklyn, NY",American Amber / Red Lager,16 oz.,5.20%,N/A
65,Brooklyn Lager (12 oz.),Brooklyn Brewery,"Brooklyn, NY",American Amber / Red Lager,12 oz.,5.20%,N/A
64,Liquid Amber Ale,Prescott Brewing Company,"Prescott, AZ",American Amber / Red Ale,12 oz.,???,N/A
63,Wisconsin Amber (2013),Capital Brewery,"Middleton, WI",Vienna Lager,12 oz.,5.20%,N/A
62,U.S. Pale Ale,Capital Brewery,"Middleton, WI",American Pale Ale (APA),12 oz.,5.00%,N/A
61,Supper Club Lager,Capital Brewery,"Middleton, WI",American Pale Lager,12 oz.,???,N/A
60,Widow Maker Black Ale,Keweenaw Brewing Company,"Houghton, MI",American Brown Ale,12 oz.,???,N/A
59,Lift Bridge Brown Ale,Keweenaw Brewing Company,"Houghton, MI",American Brown Ale,12 oz.,???,N/A
58,Pick Axe Blonde Ale,Keweenaw Brewing Company,"Houghton, MI",American Blonde Ale,12 oz.,???,N/A
57,Red Jacket Amber Ale,Keweenaw Brewing Company,"Houghton, MI",American Amber / Red Ale,12 oz.,???,N/A
56,Whale's Tale Pale Ale,Cisco Brewers,"Nantucket, MA",English Pale Ale,12 oz.,5.60%,N/A
55,Sunlight Cream Ale,Sun King Brewing Company,"Indianapolis, IN",Cream Ale,16 oz.,5.30%,20
54,Osiris Pale Ale (2010),Sun King Brewing Company,"Indianapolis, IN",American Pale Ale (APA),16 oz.,5.60%,50
53,Schlafly Summer Lager,Schlafly Brewing Company,"Saint Louis, MO",Munich Helles Lager,12 oz.,4.50%,17
52,Heinnieweisse Weissebier,Butternuts Beer and Ale,"Garrattsville, NY",Hefeweizen,12 oz.,4.90%,N/A
51,Snapperhead IPA,Butternuts Beer and Ale,"Garrattsville, NY",American IPA,12 oz.,6.80%,N/A
50,Moo Thunder Stout,Butternuts Beer and Ale,"Garrattsville, NY",Milk / Sweet Stout,12 oz.,4.90%,N/A
49,Porkslap Pale Ale,Butternuts Beer and Ale,"Garrattsville, NY",American Pale Ale (APA),12 oz.,4.30%,N/A
48,British Pale Ale,7 Seas Brewing Company,"Gig Harbor, WA",English Pale Ale,16 oz.,5.40%,30
