ENTRY,BEER,BREWERY,LOCATION,STYLE,SIZE,ABV,IBUs
1370,Ruhstaller's Gilt Edge Lager Beer,Ruhstaller Beer Company,"Sacramento, CA",American Amber / Red Lager,12 oz.,4.80%,42
1369,Gwar Beer,Cigar City Brewing Company,"Tampa, FL",American Pale Ale (APA),12 oz.,5.50%,N/A
1367,Bourbon Barrel Aged Timmie,Sun King Brewing Company,"Indianapolis, IN",Russian Imperial Stout,16 oz. Alumi-Tek®,9.90%,75
1366,Stupid Sexy Flanders,Sun King Brewing Company,"Indianapolis, IN",Flanders Oud Bruin,16 oz. Alumi-Tek®,6.30%,23
1365,Pumple Drumkin,Cisco Brewers,"Nantucket, MA",Pumpkin Ale,12 oz.,6.00%,N/A
1364,Big Bowl Blonde Ale,Wild Onion Brewing Company,"Lake Barrington, IL",American Brown Ale,12 oz.,5.00%,N/A
1363,Grisette,Sly Fox Brewing Company,"Pottstown, PA",Grisette,12 oz.,5.60%,25
1362,Casinos IPA,Santa Cruz Mountain Brewing,"Santa Cruz, CA",English India Pale Ale (IPA),16 oz.,7.00%,N/A
1361,Half Full Bright Ale,Half Full Brewery,"Stamford, CT",American Blonde Ale,12 oz.,5.20%,18
1360,Screaming Eagle Special Ale ESB,Bonfire Brewing Company,"Eagle, CO",Extra Special / Strong Bitter (ESB),12 oz.,4.80%,38
1359,Saranac Shandy,Matt Brewing Company,"Utica, NY",Shandy,12 oz.,4.20%,N/A
1357,Point Oktoberfest,Stevens Point Brewery,"Stevens Point, WI",Märzen / Oktoberfest,16 oz.,5.70%,15
1356,Monk from the 'Yunk,Manayunk Brewing Company,"Philadelphia, PA",Tripel,12 oz.,9.00%,30
1355,Schuylkill Punch,Manayunk Brewing Company,"Philadelphia, PA",Fruit / Vegetable Beer,12 oz.,6.00%,14
1354,541 American Lager,Hop Valley Brewing Company,"Springfield, OR",American Pale Lager,12 oz.,4.80%,13
1353,Alphadelic IPA,Hop Valley Brewing Company,"Springfield, OR",American IPA,12 oz.,6.50%,90
1352,Contemplation,Brewery Vivant,"Grand Rapids, MI",Bière de Garde,16 oz.,6.50%,N/A
1351,Grazias,Hess Brewing Company,"San Diego, CA",Cream Ale,16 oz.,6.30%,30
1350,Summer Solstice,Anderson Valley Brewing Company,"Boonville, CA",Cream Ale,12 oz.,5.60%,4
1349,Boston Lager,Boston Beer Company,"Boston, MA",Vienna Lager,16 oz.,4.90%,30
1348,KelSo Pilsner,KelSo Beer Company,"Brooklyn, NY",Czech Pilsener,12 oz.,5.50%,23
1347,Bourbon Barrel Cowbell,Sun King Brewing Company,"Indianapolis, IN",American Porter,16 oz. Alumi-Tek®,???,N/A
1346,Habitus IPA,Hess Brewing Company,"San Diego, CA",American IPA,16 oz.,8.00%,86
1345,Patty's Chile Beer,Wynkoop Brewing Company,"Denver, CO",Chile Beer,12 oz.,4.20%,N/A
1344,Classique,Stillwater Artisanal Ales,"Baltimore, MD",Saison / Farmhouse Ale,12 oz.,4.50%,N/A
1343,Barrio Tucson Blonde,Barrio Brewing Company,"Tucson, AZ",American Blonde Ale,12 oz.,4.50%,N/A
1342,First Press,Ciderboys,"Stevens Point, WI",Cider,12 oz.,5.00%,N/A
1341,Magic Apple,Ciderboys,"Stevens Point, WI",Cider,12 oz.,5.00%,N/A
1340,UFO Pumpkin,Harpoon Brewery,"Boston, MA",Pumpkin Ale,12 oz.,5.90%,20
1338,Old Chico Crystal Wheat,Sierra Nevada Brewing Company,"Chico, CA",American Pale Wheat Ale,12 oz.,4.80%,26
1337,Core Oatmeal Stout,Core Brewing & Distilling Company,"Springdale, AR",Oatmeal Stout,12 oz.,5.70%,N/A
1336,Core ESB,Core Brewing & Distilling Company,"Springdale, AR",Extra Special / Strong Bitter (ESB),12 oz.,6.10%,N/A
1335,Float Trip Ale,Piney River Brewing Company,"Bucryus, MO",American Blonde Ale,16 oz.,4.50%,18
1334,Dreamin' Double IPA,Manayunk Brewing Company,"Philadelphia, PA",American Double / Imperial IPA,12 oz.,8.50%,85
1333,Quakertown Stout,Armadillo Ale Works,"Denton, TX",American Double / Imperial Stout,12 oz.,9.20%,50
1332,Greenbelt Farmhouse Ale,Armadillo Ale Works,"Denton, TX",Saison / Farmhouse Ale,12 oz.,5.10%,20
1331,Hardywood Cream Ale,Hardywood Park Craft Brewery,"Richmond, VA",Cream Ale,12 oz.,4.40%,18
1330,Track 1 Amber Lager,Roanoke Railhouse Brewery,"Roanoke, VA",American Amber / Red Lager,16 oz.,4.50%,N/A
1329,I.W.A. (2011),SanTan Brewing Company,"Chandler, AZ",American Pale Wheat Ale,12 oz.,6.00%,N/A
1328,Deviant Dale's IPA,Oskar Blues Brewery (North Carol...,"Brevard, NC",American Double / Imperial IPA,16 oz.,8.00%,85
1327,Hop Ottin' IPA,Anderson Valley Brewing Company,"Boonville, CA",American IPA,12 oz.,7.00%,80
1326,Boont Amber Ale,Anderson Valley Brewing Company,"Boonville, CA",American Amber / Red Ale,12 oz.,5.80%,15
1325,Big Rod Coconut Ale,Miami Brewing Company,"Miami, FL",American Blonde Ale,12 oz.,5.30%,16
1324,Schlafly Yakima Wheat Ale,Schlafly Brewing Company,"Saint Louis, MO",American Pale Wheat Ale,12 oz.,5.00%,45
1323,Schlafly Black Lager,Schlafly Brewing Company,"Saint Louis, MO",Schwarzbier,12 oz.,5.00%,N/A
1322,Green Bullet Organic India Pale Ale,Asher Brewing Company,"Boulder, CO",American IPA,16 oz.,7.00%,45
1321,Brewerhood Brown Ale,Blue Blood Brewing Company,"Lincoln, NE",American Brown Ale,12 oz.,5.50%,N/A
1320,Last Call Imperial Amber Ale,Blue Blood Brewing Company,"Lincoln, NE",American Amber / Red Ale,12 oz.,8.00%,N/A
1319,Pernicious Double IPA,Blue Blood Brewing Company,"Lincoln, NE",American Double / Imperial IPA,12 oz.,9.60%,N/A
1318,Wild Wolf Wee Heavy Scottish Style Ale,Wild Wolf Brewing Company,"Nellysford, VA",Scotch Ale / Wee Heavy,12 oz.,5.70%,20
1317,Steel Rail Extra Pale Ale,Berkshire Brewing Company,"South Deerfield, MA",American Pale Ale (APA),12 oz.,5.30%,20
1316,Colorojo Imperial Red Ale,Wynkoop Brewing Company,"Denver, CO",American Strong Ale,12 oz.,8.20%,N/A
1315,Upslope Imperial India Pale Ale,Upslope Brewing Company,"Boulder, CO",American Double / Imperial IPA,19.2 oz.,9.90%,90
1314,Popcorn Pilsner,Sun King Brewing Company,"Indianapolis, IN",German Pilsener,16 oz.,5.40%,N/A
1313,Harpoon Octoberfest,Harpoon Brewery,"Boston, MA",Märzen / Oktoberfest,12 oz.,5.50%,30
1312,Westbrook Gose,Westbrook Brewing Company,"Mt. Pleasant, SC",Gose,12 oz.,4.00%,5
1311,Geary's Summer Ale,D.L. Geary Brewing Company,"Portland, ME",Kölsch,12 oz.,6.00%,N/A
1310,Boston Lager,Boston Beer Company,"Boston, MA",Vienna Lager,12 oz.,4.90%,30
1309,Face Plant IPA,Lost Rhino Brewing Company,"Ashburn, VA",American IPA,12 oz.,6.20%,65
1308,Rhino Chasers Pilsner,Lost Rhino Brewing Company,"Ashburn, VA",Czech Pilsener,12 oz.,5.60%,55
1307,Paleo IPA,North Country Brewing Company,"Slippery Rock, PA",English India Pale Ale (IPA),12 oz.,6.00%,N/A
1306,Buck Snort Stout,North Country Brewing Company,"Slippery Rock, PA",American Stout,12 oz.,6.10%,N/A
1305,Station 33 Firehouse Red,North Country Brewing Company,"Slippery Rock, PA",Irish Red Ale,12 oz.,5.50%,N/A
1304,Slimy Pebble Pils,North Country Brewing Company,"Slippery Rock, PA",German Pilsener,12 oz.,4.50%,N/A
1303,6-4-3 Double Play Pilsner,Blue Blood Brewing Company,"Lincoln, NE",German Pilsener,12 oz.,5.20%,N/A
1302,Blur India Pale Ale,Seabright Brewery,"Santa Cruz, CA",American IPA,12 oz.,7.40%,60
1301,Easy Livin' Summer Ale,Crow Peak Brewing Company,"Spearfish, SD",American Blonde Ale,12 oz.,4.50%,N/A
1300,Gateway Kolsch Style Ale,French Broad Brewery,"Asheville, NC",Kölsch,12 oz.,5.30%,32
1299,Supermonk I.P.A.,SanTan Brewing Company,"Chandler, AZ",Belgian IPA,12 oz.,6.50%,N/A
1298,Sockeye Belgian Style Summer Ale,Sockeye Brewing Company,"Boise, ID",Witbier,16 oz.,5.00%,N/A
1297,Estival Cream Stout,Ska Brewing Company,"Durango, CO",American Stout,12 oz.,5.80%,15
1296,Point the Way IPA,Golden Road Brewing,"Los Angeles, CA",American IPA,12 oz.,5.90%,60
1295,Summerfest,Sierra Nevada Brewing Company,"Chico, CA",Czech Pilsener,12 oz.,5.00%,28
1294,Angry Orchard Apple Ginger,Angry Orchard Cider Company,"Cincinnati, OH",Cider,16 oz.,5.00%,N/A
1293,Angry Orchard Crisp Apple,Angry Orchard Cider Company,"Cincinnati, OH",Cider,16 oz.,5.00%,N/A
1292,Angry Orchard Crisp Apple,Angry Orchard Cider Company,"Cincinnati, OH",Cider,12 oz.,5.00%,N/A
1291,Narragansett Bohemian Pilsner,Narragansett Brewing Company,"Providence, RI",German Pilsener,16 oz.,8.60%,35
1290,The Sword Iron Swan Ale,Real Ale Brewing Company,"Blanco, TX",English Pale Ale,12 oz.,5.90%,N/A
1289,Bozone HopZone IPA,Bozeman Brewing Company,"Bozeman, MT",American IPA,12 oz.,7.00%,80
1288,Bozone Hefe Weizen,Bozeman Brewing Company,"Bozeman, MT",Hefeweizen,12 oz.,6.00%,25
1287,Hipster Ale (Two Roads Brewing),Evil Twin Brewing,"Brooklyn, NY",American Pale Ale (APA),12 oz.,5.50%,N/A
1286,Bikini Beer,Evil Twin Brewing,"Brooklyn, NY",American IPA,12 oz.,2.70%,N/A
1285,No Limits Hefeweizen,Two Roads Brewing Company,"Stratford, CT",Hefeweizen,16 oz.,5.00%,N/A
1284,Dog Days Lager,Two Brothers Brewing Company,"Warrenville, IL",Dortmunder / Export Lager,12 oz.,5.10%,17
1283,Na Zdraví Pilsner,Southern Oregon Brewing Company,"Medford, OR",Czech Pilsener,16 oz.,4.80%,32
1282,Nice Rack IPA,Southern Oregon Brewing Company,"Medford, OR",American IPA,16 oz.,5.50%,65
1281,Samuel Adams Octoberfest,Boston Beer Company,"Boston, MA",Märzen / Oktoberfest,12 oz.,5.30%,15
1280,Lazy Daze Lager,Rochester Mills Brewing Company,"Rochester, MI",American Adjunct Lager,16 oz.,5.50%,N/A
1279,East India Pale Ale,Brooklyn Brewery,"Brooklyn, NY",English India Pale Ale (IPA),16 oz.,6.80%,47
1278,Northern Hawk Owl Amber,The Right Brain Brewery,"Traverse City, MI",American Amber / Red Ale,12 oz.,5.80%,N/A
1277,CEO Stout,The Right Brain Brewery,"Traverse City, MI",American Stout,16 oz.,5.90%,N/A
1276,Will Power Pale Ale,The Right Brain Brewery,"Traverse City, MI",American Pale Ale (APA),16 oz.,4.70%,N/A
1275,Dirty Blonde Chocolate Ale,Great River Brewery,"Davenport, IA",American Blonde Ale,12 oz.,4.80%,N/A
1274,Longboard Island Lager,Kona Brewing Company,"Kona, HI",American Amber / Red Lager,24 oz.,4.60%,18
1273,SNO White Ale,MillKing It Productions,"Royal Oak, MI",Witbier,16 oz.,4.80%,N/A
1272,Louie's Demise Amber Ale,Milwaukee Brewing Company,"Milwaukee, WI",American Amber / Red Ale,16 oz.,5.10%,24
1271,Lemongrass Saison,Maui Brewing Company,"Lahaina, HI",Saison / Farmhouse Ale,12 oz.,5.00%,N/A
1270,Capital Trail Pale Ale,Hardywood Park Craft Brewery,"Richmond, VA",American Pale Ale (APA),12 oz.,5.60%,55
1269,Great Crescent Coconut Porter,Great Crescent Brewery,"Aurora, IN",American Porter,16 oz.,5.60%,33
1268,Rustic Red,Pateros Creek Brewing Company,"Fort Collins, CO",Irish Red Ale,16 oz.,5.20%,23
1267,Black Rabbit,Brewery Vivant,"Grand Rapids, MI",American Black Ale,16 oz.,5.00%,N/A
1266,Zaison,Brewery Vivant,"Grand Rapids, MI",Saison / Farmhouse Ale,16 oz.,9.00%,N/A
1265,Old Grogham Imperial India Pale Ale,Natian Brewery,"Portland, OR",American Double / Imperial IPA,16 oz.,8.50%,86
1264,O'Fallon Pumpkin Beer,O'Fallon Brewery,"O'Fallon, MO",Pumpkin Ale,12 oz.,5.50%,N/A
1263,El Hefe Speaks,DC Brau Brewing Company,"Washington, DC",Hefeweizen,12 oz.,5.30%,11
1262,Marble Pilsner,Marble Brewery,"Albuquerque, NM",German Pilsener,12 oz.,4.70%,N/A
1261,Bent Paddle Black Ale,Bent Paddle Brewing Company,"Duluth, MN",American Black Ale,12 oz.,6.00%,34
1260,Wee-Heavy-Er Scotch Ale,French Broad Brewery,"Asheville, NC",Scotch Ale / Wee Heavy,12 oz.,7.00%,24
1259,13 Rebels ESB,French Broad Brewery,"Asheville, NC",Extra Special / Strong Bitter (ESB),12 oz.,5.20%,42
1258,5 Day IPA,O'Fallon Brewery,"O'Fallon, MO",American IPA,12 oz.,6.10%,66
1257,Jack Pine Savage,Big Wood Brewery,"Vadnais Heights, MN",American Pale Ale (APA),16 oz.,5.30%,43
1256,Forest Fire Imperial Smoked Rye,Big Wood Brewery,"Vadnais Heights, MN",Rye Beer,16 oz.,9.90%,85
1255,Bad Axe Imperial IPA,Big Wood Brewery,"Vadnais Heights, MN",American Double / Imperial IPA,16 oz.,9.80%,76
1254,JP's Ould Sod Irish Red IPA,James Page Brewing Company,"Stevens Point, WI",American IPA,12 oz.,6.00%,N/A
1253,Venture Pils,Bent Paddle Brewing Company,"Duluth, MN",German Pilsener,12 oz.,5.00%,38
1252,Dale's Pale Ale,Oskar Blues Brewery,"Longmont, CO",American Pale Ale (APA),12 oz.,6.50%,65
1251,Trail Maker Pale Ale,Howard Brewing Company,"Lenoir, NC",American Pale Ale (APA),12 oz.,6.50%,N/A
1250,Action Man Lager,Howard Brewing Company,"Lenoir, NC",Vienna Lager,12 oz.,5.50%,N/A
1249,Duluchan India Pale Ale,Lavery Brewing Company,"Erie, PA",American IPA,12 oz.,5.60%,70
1248,Main St. Virginia Ale,Center of the Universe Brewing C...,"Ashland, VA",Altbier,12 oz.,5.00%,40
1247,Ray Ray’s Pale Ale,Center of the Universe Brewing C...,"Ashland, VA",American Pale Ale (APA),12 oz.,5.20%,42
1246,Cranberry Blend,Downeast Cider House,"Leominster, MA",Cider,12 oz.,4.90%,N/A
1245,Schilling Hard Cider,Schilling & Company,"Seattle, WA",Cider,12 oz.,6.50%,N/A
1244,Dos Pistolas,Great River Brewery,"Davenport, IA",Vienna Lager,12 oz.,4.80%,20
1243,Tropical Heatwave,Cigar City Brewing Company,"Tampa, FL",American Pale Wheat Ale,16 oz.,5.20%,N/A
1242,Big Nose,Swamp Head Brewery,"Gainesville, FL",American IPA,12 oz.,7.30%,50
1241,Cotton Mouth,Swamp Head Brewery,"Gainesville, FL",Witbier,12 oz.,5.00%,10
1240,Stump Knocker Pale Ale,Swamp Head Brewery,"Gainesville, FL",American Pale Ale (APA),12 oz.,5.60%,35
1239,Midnight Oil,Swamp Head Brewery,"Gainesville, FL",Oatmeal Stout,12 oz.,5.00%,38
1238,Wild Night,Swamp Head Brewery,"Gainesville, FL",Cream Ale,12 oz.,5.90%,18
1237,Pit Stop Chocolate Porter,Mavericks Beer Company,"Half Moon Bay, CA",American Porter,12 oz.,3.70%,34
1236,Pace Setter Belgian Style Wit,Mavericks Beer Company,"Half Moon Bay, CA",Witbier,12 oz.,3.70%,21
1235,Love Street Summer Seasonal (2014),Karbach Brewing Company,"Houston, TX",Kölsch,12 oz.,4.70%,20
1234,The Imperial Texan,Martin House Brewing Company,"Fort Worth, TX",American Double / Imperial IPA,12 oz.,8.00%,N/A
1233,Day Break 4-Grain Breakfast Beer,Martin House Brewing Company,"Fort Worth, TX",Rye Beer,16 oz.,5.00%,N/A
1232,River House Saison,Martin House Brewing Company,"Fort Worth, TX",Saison / Farmhouse Ale,12 oz.,5.00%,N/A
1231,There Will Be Stout,Martin House Brewing Company,"Fort Worth, TX",American Stout,12 oz.,6.50%,N/A
1229,Dodgy Knight Imperial IPA,TailGate Beer,"San Diego, CA",American Double / Imperial IPA,12 oz.,8.00%,95
1228,Mad Beach,Aviator Brewing Company,"Fuquay-Varina, NC",American Pale Wheat Ale,12 oz.,4.80%,23
1227,Hoppy Bitch IPA,Northwest Brewing Company,"Pacific, WA",American IPA,16 oz.,6.30%,N/A
1226,Three Skulls Ale Pale Ale,Northwest Brewing Company,"Pacific, WA",American Pale Ale (APA),16 oz.,6.30%,42
1225,Point Nude Beach Summer Wheat,Stevens Point Brewery,"Stevens Point, WI",American Pale Wheat Ale,16 oz.,5.20%,7
1224,Dank IPA,Dad & Dude's Breweria,"Aurora, CO",American IPA,16 oz.,6.50%,N/A
1223,All Day IPA,Founders Brewing Company,"Grand Rapids, MI",American IPA,12 oz.,4.70%,42
1222,Cropduster Mid-American IPA,Thunderhead Brewing Company,"Kearney, NE",American IPA,12 oz.,6.50%,N/A
1221,Barney Flats Oatmeal Stout,Anderson Valley Brewing Company,"Boonville, CA",Oatmeal Stout,12 oz.,5.70%,13
1220,Longboard Island Lager,Kona Brewing Company,"Kona, HI",American Amber / Red Lager,16 oz.,4.60%,18
1219,All American Blonde Ale,Centennial Beer Company,"Edwards, CO",American Blonde Ale,12 oz.,5.00%,N/A
1218,All American Red Ale,Centennial Beer Company,"Edwards, CO",American Amber / Red Ale,12 oz.,5.00%,N/A
1217,El Steinber Dark Lager,Anderson Valley Brewing Company,"Boonville, CA",Vienna Lager,16 oz.,5.50%,25
1214,Tender Loving Empire NWPA,Fort George Brewery,"Astoria, OR",American Pale Ale (APA),16 oz.,5.80%,N/A
1213,Chuli Stout,Denali Brewing Company,"Talkeetna, AK",Irish Dry Stout,12 oz.,5.90%,55
1212,SUM'R,Uinta Brewing Company,"Salt Lake City, UT",American Blonde Ale,12 oz.,4.00%,17
1211,360° India Pale Ale,Sly Fox Brewing Company,"Pottstown, PA",American IPA,12 oz.,6.20%,N/A
1210,Mirror Pond Pale Ale,Deschutes Brewery,"Bend, OR",American Pale Ale (APA),12 oz.,5.00%,40
1209,Summer Swelter,Baxter Brewing Company,"Lewiston, ME",American Pale Wheat Ale,12 oz.,4.70%,N/A
1208,Twisted Helles Summer Lager,Frankenmuth Brewery,"Frankenmuth, MI",Munich Helles Lager,12 oz.,5.50%,18
1207,Dam Lager,Sunken City Brewing Company,"Hardy, VA",American Amber / Red Lager,12 oz.,4.50%,N/A
1206,Red Clay IPA,Sunken City Brewing Company,"Hardy, VA",American IPA,12 oz.,7.00%,N/A
1205,Northern Lights India Pale Ale,Starr Hill Brewery,"Crozet, VA",American IPA,16 oz.,6.50%,52
1204,Hips Don't Lie,Lucette Brewing Company,"Menominie, WI",Hefeweizen,16 oz.,6.20%,N/A
1203,Double Brown Stout,Deep Ellum Brewing Company,"Dallas, TX",Baltic Porter,12 oz.,7.00%,N/A
1202,Farmhouse Wit,Deep Ellum Brewing Company,"Dallas, TX",Saison / Farmhouse Ale,16 oz.,4.80%,25
1201,Striped Bass Pale Ale,Devil's Backbone Brewing Company,"Lexington, VA",American Pale Ale (APA),12 oz.,5.20%,26
1200,Bomber Mountain Amber Ale (2013),The Black Tooth Brewing Company,"Sheridan, WY",American Amber / Red Ale,12 oz.,4.60%,20
1199,Indian Paintbrush IPA,The Black Tooth Brewing Company,"Sheridan, WY",American IPA,12 oz.,7.00%,75
1198,Saddle Bronc Brown Ale (2013),The Black Tooth Brewing Company,"Sheridan, WY",English Brown Ale,12 oz.,4.80%,16
1197,Wagon Box Wheat Beer,The Black Tooth Brewing Company,"Sheridan, WY",American Pale Wheat Ale,12 oz.,5.90%,15
1196,Wild Plum Farmhouse Ale,Tallgrass Brewing Company,"Manhattan, KS",Saison / Farmhouse Ale,16 oz.,5.60%,20
1195,Wild Wolf American Pilsner,Wild Wolf Brewing Company,"Nellysford, VA",American Pilsner,12 oz.,4.50%,25
1194,Alpha Ale,Wild Wolf Brewing Company,"Nellysford, VA",American Pale Ale (APA),12 oz.,5.10%,45
1193,Skilak Scottish Ale,Kenai River Brewing Company,"Soldotna, AK",Scottish Ale,12 oz.,5.80%,N/A
1192,Vernal Minthe Stout,Ska Brewing Company,"Durango, CO",American Stout,12 oz.,5.80%,N/A
1191,Swami's India Pale Ale,Pizza Port Brewing Company,"Carlsbad, CA",American IPA,16 oz.,6.80%,N/A
1190,Notch Session Pils,Notch Brewing Company,"Ipswich, MA",Czech Pilsener,12 oz.,4.00%,N/A
1189,Honeyspot Road White IPA,Two Roads Brewing Company,"Stratford, CT",American White IPA,12 oz.,6.00%,N/A
1188,Duke's Cold Nose Brown Ale,Bold City Brewery,"Jacksonville, FL",American Brown Ale,12 oz.,6.00%,N/A
1187,Peninsula Brewers Reserve (PBR),Kenai River Brewing Company,"Soldotna, AK",American Blonde Ale,12 oz.,5.00%,15
1186,Hazy Day Belgian-Style Wit,Grey Sail Brewing of Rhode Island,"Westerly, RI",Witbier,16 oz.,4.00%,20
1185,Bring Back the Beach Blonde Ale,Grey Sail Brewing of Rhode Island,"Westerly, RI",American Blonde Ale,16 oz.,5.50%,N/A
1184,Dirtbag Dunkel,Bonfire Brewing Company,"Eagle, CO",Munich Dunkel Lager,16 oz.,4.90%,N/A
1183,Kindler Pale Ale,Bonfire Brewing Company,"Eagle, CO",American Pale Ale (APA),12 oz.,5.30%,45
1182,Elliott's Phoned Home Pale Ale,Cedar Creek Brewery,"Seven Points, TX",American Pale Ale (APA),16 oz.,5.10%,36
1181,Sockeye Maibock,Sockeye Brewing Company,"Boise, ID",Maibock / Helles Bock,12 oz.,6.40%,N/A
1180,River North White Ale,River North Brewery,"Denver, CO",Witbier,16 oz.,5.00%,N/A
1179,River North Ale,River North Brewery,"Denver, CO",American Amber / Red Ale,16 oz.,5.00%,N/A
1178,Vivant Tripel,Brewery Vivant,"Grand Rapids, MI",Tripel,16 oz.,8.20%,N/A
1177,Mutiny IPA,Capital Brewery,"Middleton, WI",American IPA,12 oz.,6.20%,70
1176,Redacted Rye IPA,Renegade Brewing Company,"Denver, CO",American IPA,16 oz.,7.00%,100
1175,Old Chub,Oskar Blues Brewery (North Carol...,"Brevard, NC",Scottish Ale,12 oz.,8.00%,35
1174,77 Fremont Select Spring Session IPA,Fremont Brewing Company,"Seattle, WA",American IPA,12 oz.,4.00%,N/A
1173,Evolutionary IPA (2012),Two Beers Brewing Company,"Seattle, WA",American IPA,12 oz.,6.20%,70
1172,Mo's Gose,Armstrong Brewing Company,"South San Francisco, CA",Gose,16 oz.,5.20%,10
1171,Road 2 Ruin Double IPA,Two Roads Brewing Company,"Stratford, CT",American Double / Imperial IPA,12 oz.,7.20%,N/A
1170,Workers Comp Saison,Two Roads Brewing Company,"Stratford, CT",Saison / Farmhouse Ale,12 oz.,4.80%,N/A
1169,Ol' Factory Pils,Two Roads Brewing Company,"Stratford, CT",German Pilsener,12 oz.,5.00%,N/A
1168,Farm Girl Saison,Lift Bridge Brewing Company,"Stillwater, MN",Saison / Farmhouse Ale,16 oz.,6.00%,30
1167,Mama's Little Yella Pils,Oskar Blues Brewery,"Longmont, CO",Czech Pilsener,19.2 oz.,5.30%,35
1166,Dale's Pale Ale,Oskar Blues Brewery (North Carol...,"Brevard, NC",American Pale Ale (APA),19.2 oz.,6.50%,65
1165,Colorado Native,AC Golden Brewing Company,"Golden, CO",American Amber / Red Lager,12 oz.,5.50%,26
1164,TailGate Saison,TailGate Beer,"San Diego, CA",Saison / Farmhouse Ale,12 oz.,5.00%,N/A
1163,WinterWonderGrass Festival Ale,Crazy Mountain Brewing Company,"Edwards, CO",American Amber / Red Ale,12 oz.,???,N/A
1162,Oatmeal PSA,Airways Brewing Company,"Kent, WA",American Pale Ale (APA),16 oz.,5.00%,35
1161,Rye Pils Session Lager,Deep Ellum Brewing Company,"Dallas, TX",German Pilsener,12 oz.,4.60%,N/A
1160,Old Devil's Tooth,Sockeye Brewing Company,"Boise, ID",American Barleywine,12 oz.,9.90%,100
1159,Mother Ale,Denali Brewing Company,"Talkeetna, AK",American Blonde Ale,12 oz.,5.60%,46
1158,La Frontera Premium IPA,Big Bend Brewing Company,"Alpine, TX",American IPA,12 oz.,7.80%,N/A
1157,Tejas Lager,Big Bend Brewing Company,"Alpine, TX",Czech Pilsener,12 oz.,4.70%,N/A
1156,Number 22 Porter,Big Bend Brewing Company,"Alpine, TX",American Porter,12 oz.,6.40%,N/A
1155,Big Bend Hefeweizen,Big Bend Brewing Company,"Alpine, TX",Hefeweizen,12 oz.,5.60%,N/A
1154,Terlingua Gold,Big Bend Brewing Company,"Alpine, TX",American Blonde Ale,12 oz.,6.00%,N/A
1153,Lumberyard Pilsner,Lumberyard Brewing Company,"Flagstaff, AZ",American Pilsner,12 oz.,5.30%,20
1152,Galena Golden,Sockeye Brewing Company,"Boise, ID",American Blonde Ale,12 oz.,4.30%,N/A
1151,Hell-Diver Pale Ale,Sockeye Brewing Company,"Boise, ID",American Pale Ale (APA),12 oz.,5.20%,32
1150,Woolybugger Wheat,Sockeye Brewing Company,"Boise, ID",American Pale Wheat Ale,12 oz.,4.60%,12
1149,Kentucky IPA,Alltech's Lexington Brewing Company,"Lexington, KY",American IPA,16 oz.,6.50%,N/A
1148,Nebraska India Pale Ale,Nebraska Brewing Company,"Papillion, NE",American IPA,12 oz.,6.50%,65
1147,EOS Hefeweizen,Nebraska Brewing Company,"Papillion, NE",Hefeweizen,12 oz.,4.80%,10
1146,Brunette Nut Brown Ale,Nebraska Brewing Company,"Papillion, NE",English Brown Ale,12 oz.,4.80%,15
1145,Cardinal Pale Ale,Nebraska Brewing Company,"Papillion, NE",American Pale Ale (APA),12 oz.,5.70%,29
1144,Samuel Adams Summer Ale,Boston Beer Company,"Boston, MA",American Pale Wheat Ale,12 oz.,5.30%,7
1143,Boston Lager,Boston Beer Company,"Boston, MA",Vienna Lager,12 oz.,4.90%,30
1142,Humidor Series India Pale Ale,Cigar City Brewing Company,"Tampa, FL",American IPA,12 oz.,7.50%,70
1141,Jai Alai IPA Aged on White Oak,Cigar City Brewing Company,"Tampa, FL",American IPA,12 oz.,7.50%,70
1140,José Martí American Porter,Cigar City Brewing Company,"Tampa, FL",American Porter,12 oz.,8.00%,65
1139,Invasion Pale Ale,Cigar City Brewing Company,"Tampa, FL",American Pale Ale (APA),12 oz.,5.00%,N/A
1138,Maduro Brown Ale,Cigar City Brewing Company,"Tampa, FL",English Brown Ale,12 oz.,5.50%,25
1137,Pre Flight Pilsner,Airways Brewing Company,"Kent, WA",American Pilsner,16 oz.,5.20%,33
1136,Tart Side of the Moon,Brewery Vivant,"Grand Rapids, MI",Belgian Dark Ale,16 oz.,9.80%,N/A
1135,Our Legacy IPA,Matt Brewing Company,"Utica, NY",American IPA,16 oz.,6.50%,60
1134,Pony Pilsner,Half Acre Beer Company,"Chicago, IL",German Pilsener,16 oz.,5.70%,N/A
1133,A Little Crazy,Revolution Brewing Company,"Chicago, IL",Belgian Pale Ale,12 oz.,6.80%,N/A
1132,Misty Mountain IPA,Back East Brewing Company,"Bloomfield, CT",American IPA,12 oz.,7.00%,N/A
1131,Back East Ale,Back East Brewing Company,"Bloomfield, CT",American Amber / Red Ale,12 oz.,5.00%,N/A
1130,Occidental Dunkel,Occidental Brewing Company,"Portland, OR",Dunkelweizen,16 oz.,5.10%,N/A
1129,Occidental Altbier,Occidental Brewing Company,"Portland, OR",Altbier,16 oz.,5.00%,N/A
1128,Ring of Dingle,Sun King Brewing Company,"Indianapolis, IN",Irish Dry Stout,16 oz.,7.10%,27
1127,Bourbon Barrel Wee Mac,Sun King Brewing Company,"Indianapolis, IN",Scottish Ale,16 oz. Alumi-Tek®,5.40%,23
